site_id,building_id,building_name,building_type,event_hour,event_date,hour_of_day,reporting_assets,observed_asset_hours,productive_asset_hours,utilization_pct,availability_pct,energy_kwh,avg_power_kw,peak_power_kw,data_coverage_pct
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 02:00:00,2026-08-02,2,13,12.917,4.917,38.06,71.61,53.233,4.148,25.416,99.4
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 03:00:00,2026-08-02,3,13,13.0,4.917,37.82,73.08,59.654,4.618,24.985,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 04:00:00,2026-08-02,4,13,13.0,5.0,38.46,72.44,58.303,4.579,26.31,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 05:00:00,2026-08-02,5,13,13.0,5.0,38.46,73.72,57.908,4.483,26.492,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 06:00:00,2026-08-02,6,13,13.0,5.0,38.46,75.0,60.519,4.778,26.146,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 07:00:00,2026-08-02,7,13,13.0,5.0,38.46,76.28,56.463,4.371,27.456,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 08:00:00,2026-08-02,8,13,13.0,5.0,38.46,71.15,56.121,4.373,27.174,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 09:00:00,2026-08-02,9,13,13.083,5.0,38.22,79.62,124.6,9.611,81.475,100.6
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 10:00:00,2026-08-02,10,13,12.917,5.0,38.71,98.71,202.91,15.709,86.302,99.4
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 11:00:00,2026-08-02,11,13,13.0,5.0,38.46,99.36,211.157,16.243,91.615,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 12:00:00,2026-08-02,12,13,13.0,5.0,38.46,100.0,219.35,17.092,89.259,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 13:00:00,2026-08-02,13,13,13.0,5.0,38.46,99.36,237.48,18.268,89.559,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 14:00:00,2026-08-02,14,13,13.0,5.0,38.46,100.0,231.721,17.863,92.574,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 15:00:00,2026-08-02,15,13,13.0,5.0,38.46,100.0,212.684,16.36,87.671,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 16:00:00,2026-08-02,16,13,13.0,5.0,38.46,98.72,233.227,18.265,91.035,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 17:00:00,2026-08-02,17,13,13.083,5.083,38.85,100.0,234.357,18.12,89.675,100.6
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 18:00:00,2026-08-02,18,13,12.917,4.917,38.06,84.52,148.004,11.521,83.037,99.4
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 19:00:00,2026-08-02,19,13,13.0,5.0,38.46,74.36,54.836,4.245,27.017,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 20:00:00,2026-08-02,20,13,13.0,5.0,38.46,72.44,61.52,4.763,27.743,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 21:00:00,2026-08-02,21,13,13.0,5.0,38.46,75.0,65.445,5.034,27.957,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 22:00:00,2026-08-02,22,13,13.0,5.0,38.46,75.0,57.463,4.42,27.114,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-02 23:00:00,2026-08-02,23,13,13.0,5.0,38.46,75.64,57.627,4.48,25.905,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 00:00:00,2026-08-03,0,13,13.0,5.0,38.46,73.08,54.455,4.205,26.623,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 01:00:00,2026-08-03,1,13,13.0,5.0,38.46,65.38,53.052,4.152,28.681,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 02:00:00,2026-08-03,2,13,13.083,5.083,38.85,72.61,64.784,5.081,28.83,100.6
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 03:00:00,2026-08-03,3,13,12.917,4.917,38.06,72.26,64.014,5.054,27.96,99.4
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 04:00:00,2026-08-03,4,13,13.0,5.0,38.46,89.1,169.025,13.086,85.217,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 05:00:00,2026-08-03,5,13,13.083,5.083,38.85,98.73,207.785,16.191,84.94,100.6
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 06:00:00,2026-08-03,6,13,12.917,4.917,38.06,98.06,205.412,16.006,85.796,99.4
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 07:00:00,2026-08-03,7,13,13.0,9.917,76.28,98.72,676.107,52.836,277.77,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 08:00:00,2026-08-03,8,13,13.0,11.083,85.26,98.72,821.136,64.826,284.444,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 09:00:00,2026-08-03,9,13,13.0,11.75,90.38,100.0,919.509,71.65,313.84,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 10:00:00,2026-08-03,10,13,13.083,12.083,92.36,99.36,990.907,74.093,332.954,100.6
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 11:00:00,2026-08-03,11,13,12.917,12.583,97.42,99.35,1096.299,83.62,371.234,99.4
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 12:00:00,2026-08-03,12,13,13.0,12.75,98.08,98.08,1132.059,87.643,346.21,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 13:00:00,2026-08-03,13,13,12.917,12.833,99.35,99.35,1157.056,90.611,386.233,99.4
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 14:00:00,2026-08-03,14,13,13.083,13.0,99.36,99.36,1200.474,91.814,384.76,100.6
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 15:00:00,2026-08-03,15,13,12.833,12.75,99.35,100.0,1159.959,90.977,386.186,98.7
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 16:00:00,2026-08-03,16,13,13.0,12.75,98.08,98.72,1099.551,85.126,349.894,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 17:00:00,2026-08-03,17,13,13.0,11.083,85.26,98.72,925.58,71.198,320.728,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 18:00:00,2026-08-03,18,13,13.0,11.917,91.67,100.0,915.837,70.903,301.544,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 19:00:00,2026-08-03,19,13,13.0,11.75,90.38,100.0,893.478,68.531,286.354,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 20:00:00,2026-08-03,20,13,13.0,10.667,82.05,98.72,766.526,57.682,282.166,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 21:00:00,2026-08-03,21,13,13.0,5.0,38.46,97.44,227.147,17.585,87.251,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 22:00:00,2026-08-03,22,13,13.0,5.0,38.46,99.36,219.138,17.076,86.204,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-03 23:00:00,2026-08-03,23,13,13.0,5.0,38.46,94.23,194.282,14.945,85.317,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-04 00:00:00,2026-08-04,0,13,13.0,5.0,38.46,73.08,68.075,5.374,27.092,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-04 01:00:00,2026-08-04,1,13,12.833,4.833,37.66,74.03,66.363,5.284,27.843,98.7
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-04 02:00:00,2026-08-04,2,13,13.0,5.0,38.46,73.08,70.433,5.464,28.359,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-04 03:00:00,2026-08-04,3,13,13.083,5.0,38.22,69.43,62.581,4.845,28.624,100.6
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-04 04:00:00,2026-08-04,4,13,12.917,5.0,38.71,91.61,176.693,13.927,84.168,99.4
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-04 05:00:00,2026-08-04,5,13,13.0,5.0,38.46,98.72,219.55,16.997,88.412,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-04 06:00:00,2026-08-04,6,13,13.0,5.0,38.46,98.72,217.892,17.089,90.973,100.0
SITE-BLR,SITE-BLR-BLD-01,Whitefield Building 1,Data Centre,2026-08-04 07:00:00,2026-08-04,7,13,13.0,10.25,78.85,99.36,694.338,53.755,262.65,100.0
